,keyword,paper,url,names,abstract
60,Wearable for schizophrenia disorders,[HTML][HTML] … between objective behavioral features collected from mobile and wearable devices and depressive mood symptoms in patients with affective disorders …,https://mhealth.jmir.org/2018/8/e165,"DA Rohani, M Faurholt-Jepsen, LV Kessing… - JMIR mHealth and …, 2018 - mhealth.jmir.org","… (smartphone OR mobile OR wearable OR “smart … The title revealed several exclusion criteria,
including different disorders (Alzheimer, schizophrenia, diabetes, chronic pain, autism … With Life
Scale [33], as these do not reflect abnormal depressed mood) or wearables that were … 
"
61,Wearable for schizophrenia disorders,[HTML][HTML] From a lived event to its autobiographical memory: An ecological study using wearable camera in schizophrenia,https://www.frontiersin.org/articles/10.3389/fpsyt.2019.00699/full,"MC Allé, A Giersch, J Potheegadoo, N Meyer… - Frontiers in …, 2019 - frontiersin.org","… Future studies using wearable cameras or virtual reality could provide new insights … than with
psychopathological symptoms in clinically stable patients with schizophrenia-spectrum disorders …
Predict Engagement in Structured Activity in First Episode Psychosis, Independent of … 
"
62,Wearable for schizophrenia disorders,Real-time schizophrenia monitoring using wearable motion sensitive devices,https://www.cs.huji.ac.il/~daphna/papers/TronEtal_MobiHealth2017.pdf,"T Tron, YS Resheff, M Bazhmin, A Peled… - … Conference on Wireless …, 2017 - Springer","… We describe a study designed to evaluate the utility of wearable devices fitted with … A., et al.:
Actigraphic monitoring of activity and rest in schizophrenic patients treated … K., Wahlbeck, K.:
Prevalence of neuroleptic-induced movement disorders in chronic schizophrenia inpatients … 
"
63,Wearable for schizophrenia disorders,Wearable devices and mobile technologies for supporting behavioral weight loss among people with serious mental illness,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5026936/,"JA Naslund, KA Aschbrenner, EA Scherer… - Psychiatry …, 2016 - Elsevier","… Second, the analyses presented here were based on the program participants who received
the Fitbit wearable devices, remained engaged in the research study, and used the devices over
the 6-month study … Mental illness diagnosis … Schizophrenia spectrum disorders, 8 (23.5 … 
"
64,  Automated mental health monitoring,Implementation and utility of an automated text messaging system to facilitate symptom self-monitoring and identify risk for post-traumatic stress disorder and …,https://www.liebertpub.com/doi/pdfplus/10.1089/tmj.2018.0170,"BE Bunnell, TM Davidson, JR Winkelmann… - … and e-Health, 2019 - liebertpub.com",
65,  Automated mental health monitoring,[PDF][PDF] A voice-based automated system for PTSD screening and monitoring.,https://www.researchgate.net/profile/Michael_Cannizzaro/publication/221853735_A_voice-based_automated_system_for_PTSD_screening_and_monitoring/links/551565b70cf2f7d80a32e0f8/A-voice-based-automated-system-for-PTSD-screening-and-monitoring.pdf,"R Xu, G Mei, G Zhang, P Gao, T Judkins, M Cannizzaro… - MMVR, 2012 - researchgate.net",
66,  Automated mental health monitoring,Automated Emotional Valence Prediction in Mental Health Text via Deep Transfer Learning,https://ieeexplore.ieee.org/abstract/document/9288016/,"B Shickel, M Heesacker, S Benton… - 2020 IEEE 20th …, 2020 - ieeexplore.ieee.org",
67,  Automated mental health monitoring,An automated remote cloud-based heart rate variability monitoring system,https://ieeexplore.ieee.org/iel7/6287639/8274985/08356573.pdf,"AF Hussein, M Burbano-Fernandez… - IEEE …, 2018 - ieeexplore.ieee.org",
68,  Automated mental health monitoring,[HTML][HTML] Health surveys using mobile phones in developing countries: automated active strata monitoring and other statistical considerations for improving precision …,https://www.jmir.org/2017/5/e121/,"A Labrique, E Blynn, S Ahmed, D Gibson… - Journal of medical …, 2017 - jmir.org",
69,  Automated mental health monitoring,[HTML][HTML] Therapeutic alliance with a fully automated mobile phone and web-based intervention: secondary analysis of a randomized controlled trial,https://mental.jmir.org/2016/1/e10,"J Clarke, J Proudfoot, A Whitton, MR Birch… - … mental health, 2016 - mental.jmir.org",
70,  Automated mental health monitoring,Mobile mental health: review of the emerging field and proof of concept study,https://www.researchgate.net/profile/Judith_Proudfoot/publication/51711243_Mobile_mental_health_Review_of_the_emerging_field_and_proof_of_concept_study/links/565ab76208aeafc2aac523cf.pdf,"V Harrison, J Proudfoot, PP Wee, G Parker… - … of mental health, 2011 - Taylor & Francis",
71,  Automated mental health monitoring,Smart homes and home health monitoring technologies for older adults: A systematic review,http://sonify.psych.gatech.edu/~walkerb/classes/assisttech/pdf/Liu(2016).pdf,"L Liu, E Stroulia, I Nikolaidis, A Miguel-Cruz… - International journal of …, 2016 - Elsevier",
72,  Automated mental health monitoring,[HTML][HTML] Automated remote monitoring of depression: acceptance among low-income patients in diabetes disease management,https://mental.jmir.org/2016/1/e6,"M Ramirez, S Wu, H Jin, K Ell… - … mental health, 2016 - mental.jmir.org",
73,  Automated mental health monitoring,Automated mental state detection for mental health care,http://210.47.10.86:8032/2015-3/6210.pdf#page=132,"SK D'Mello - Artificial Intelligence in Behavioral and Mental Health …, 2016 - Elsevier",
74,  Automated mental health monitoring,[HTML][HTML] Automated mobile phone–based mental health resource for homeless youth: pilot study assessing feasibility and acceptability,https://mental.jmir.org/2019/10/e15144?utm_source=TrendMD&utm_medium=cpc&utm_campaign=JMIR_TrendMD_1,"AC Glover, SM Schueller, DA Winiarski… - … mental health, 2019 - mental.jmir.org",
75,  Automated mental health monitoring,Automated cognitive health assessment using smart home monitoring of complex tasks,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc4269292/,"PN Dawadi, DJ Cook… - IEEE transactions on …, 2013 - ieeexplore.ieee.org",
76,  Automated mental health monitoring,[HTML][HTML] … of mobile health monitoring by avoiding redundant patient reports: Prediction of depression-related symptoms and adherence problems in automated health …,https://www.jmir.org/article/view/2582/xml,"JD Piette, JB Sussman, PN Pfeiffer, MJ Silveira… - Journal of medical …, 2013 - jmir.org",
77,  Automated mental health monitoring,[HTML][HTML] Mobile personal health monitoring for automated classification of electrocardiogram signals in elderly,https://www.hindawi.com/journals/cmmm/2018/9128054/abs/,"LJ Mena, VG Félix, A Ochoa, R Ostos… - … methods in medicine, 2018 - hindawi.com",
78,  Automated mental health monitoring,[HTML][HTML] Ethical issues in using Twitter for population-level depression monitoring: a qualitative study,https://bmcmedethics.biomedcentral.com/articles/10.1186/s12910-016-0105-5?optIn=false,"J Mikal, S Hurst, M Conway - BMC medical …, 2016 - bmcmedethics.biomedcentral.com",
79,  Automated mental health monitoring,[HTML][HTML] Development of a mobile phone app to support self-monitoring of emotional well-being: a mental health digital innovation,https://mental.jmir.org/2016/4/e49/?utm_source=TrendMD&utm_medium=cpc&utm_campaign=JMIR_TrendMD_0,"N Rickard, HA Arjmand, D Bakker, E Seabrook - JMIR mental health, 2016 - mental.jmir.org",
80,  Automated mental health monitoring,Can your phone be your therapist? Young people's ethical perspectives on the use of fully automated conversational agents (chatbots) in mental health support,https://journals.sagepub.com/doi/pdf/10.1177/1178222619829083,"K Kretzschmar, H Tyroll, G Pavarini… - Biomedical …, 2019 - journals.sagepub.com",
81,  Automated mental health monitoring,Review and implementation of self-help and automated tools in mental health care,https://www.psych.theclinics.com/article/S0193-953X(19)30070-X/abstract,"S Chan, L Li, J Torous, D Gratzer… - Psychiatric …, 2019 - psych.theclinics.com",
82,  Automated mental health monitoring,Towards automated symptoms assessment in mental health,https://arxiv.org/pdf/1908.06013,"M Osipov - arXiv preprint arXiv:1908.06013, 2019 - arxiv.org",
83,  Automated mental health monitoring,Wearable eye tracking for mental health monitoring,https://www.perceptualui.org/publications/vidal12_comcom.pdf,"M Vidal, J Turner, A Bulling, H Gellersen - Computer Communications, 2012 - Elsevier",
84,Automated stress monitoring,"Devices, systems, and methods for automated monitoring enabling precision agriculture",https://www.researchgate.net/profile/Jnaneshwar_Das/publication/299506622_Devices_Systems_and_Methods_for_Automated_Monitoring_enabling_Precision_Agriculture/links/56fc200a08ae8239f6dc4544/Devices-Systems-and-Methods-for-Automated-Monitoring-enabling-Precision-Agriculture.pdf,"J Das, G Cross, C Qu, A Makineni… - 2015 IEEE …, 2015 - ieeexplore.ieee.org","… To the best of our knowledge, our work presents the first versatile system for automated monitoring
in precision agriculture, enabling sustainable production … Examples include multi-spectral imaging
for monitoring crop stress, a task that demands deployment over narrow … 
"
85,Automated stress monitoring,Towards the automated detection and occupancy estimation of primates using passive acoustic monitoring,https://www.academia.edu/download/45591748/Towards_the_automated_detection_and_occu20160513-2993-ap99je.pdf,"AK Kalan, R Mundry, OJJ Wagner, S Heinicke… - Ecological …, 2015 - Elsevier","… al., 2014); or to alert field workers of increased anthropogenic stress to populations … of autonomous
recording units (ARUs), especially their potential for longitudinal monitoring with relatively little
additional cost, has created the need for more sophisticated automated methods of … 
"
86,Automated stress monitoring,Multisensor-integrated organs-on-chips platform for automated and continual in situ monitoring of organoid behaviors,https://www.pnas.org/content/pnas/114/12/E2293.full.pdf,"YS Zhang, J Aleman, SR Shin, T Kilic… - Proceedings of the …, 2017 - National Acad Sciences","Skip to main content. Submit; About: Editorial Board; PNAS Staff; FAQ; Accessibility Statement;
Rights and Permissions; Site Map. Contact; Journal Club; Subscribe: Subscription Rates;
Subscriptions FAQ; Open Access; Recommend PNAS to Your Librarian. Log in; Log out; My Cart
"
87,Automated stress monitoring,Monitoring an automated system for a single failure: Vigilance and task complexity effects,http://miwalab.cog.human.nagoya-u.ac.jp/database/resume/2012-04-23.pdf,"R Molloy, R Parasuraman - Human Factors, 1996 - journals.sagepub.com","HUMANFACTORS , 1996,38(2), 311-322 Monitoring an Automated System for a Single Failure:
Vigilance and Task Complexity Effects … Problems in monitoring automated systems are further
evident in pilots' reports of incidents. Mosier et al. (1994) examined NASA's Aviation … 
"
88,Automated stress monitoring,Monitoring river?channel change using terrestrial oblique digital imagery and automated digital photogrammetry,https://www.researchgate.net/profile/Jim_Chandler/publication/28576605_Monitoring_River-Channel_Change_Using_Terrestrial_Oblique_Digital_Imagery_and_Automated_Digital_Photogrammetry/links/5acb3afdaca272abdc62d39a/Monitoring-River-Channel-Change-Using-Terrestrial-Oblique-Digital-Imagery-and-Automated-Digital-Photogrammetry.pdf,"J Chandler, P Ashmore, C Paola… - Annals of the …, 2002 - Wiley Online Library","… m. The creation of DEMs from oblique and nonmetric imagery using automated digital photo … basis
for subsequent two-dimensional flow-modeling of velocity and shear stress fields. The experience
of using digital photogrammetry for monitoring river-channel change allows the … 
"
89,Automated stress monitoring,[PDF][PDF] Automated recording of stress vocalisations as a tool to document impaired welfare in pigs,https://www.researchgate.net/profile/Birger_Puppe/publication/233703817_Automated_recording_of_stress_vocalization_as_a_tool_to_document_impaired_welfare_in_pigs/links/5821bb8808aed9ccec63522e/Automated-recording-of-stress-vocalization-as-a-tool-to-document-impaired-welfare-in-pigs.pdf,"PC Schon, B Puppe, G Manteuffel - … WELFARE-POTTERS BAR …, 2004 - researchgate.net","… Animal Welfare 2004, 13: 105-110 ISSN 0962-7286 Automated recording of stress vocalisations
as a tool to document impaired welfare in pigs PC Schön, B Puppe and G Manteuffel … Further
applications include the monitoring of stress during transport and slaughter, and … 
"
90,Automated stress monitoring,Automated Monitoring of Panting for Feedlot Cattle: Sensor System Accuracy and Individual Variability,https://www.mdpi.com/2076-2615/10/9/1518/pdf,"MA Islam, S Lomax, AK Doughty, MR Islam, CEF Clark - Animals, 2020 - mdpi.com","… individual level. The automated monitoring of heat stress responses of individual
cattle based on animal response and environmental parameters are required for
strategic management and genetic selection. We validated an … 
"
91,Automated stress monitoring,Field Scanalyzer: an automated robotic field phenotyping platform for detailed crop monitoring,https://www.publish.csiro.au/fp/pdf/FP16163,"N Virlet, K Sabermanesh, P Sadeghi-Tehran… - Functional Plant …, 2017 - CSIRO","… plant analysis requires integrating cultivation systems, automated precise environment monitoring
and robust … However, automated segmentation techniques have recently been developed to select
pure vegetation … for the early detection of drought or nitrogen stress in cereal … 
"
92,Automated stress monitoring,Design and development of an automated and Non–contact sensing system for continuous monitoring of plant health and growth,https://www.researchgate.net/profile/Murat_Kacira/publication/11345147_Design_and_development_of_an_automated_and_non-contact_sensing_system_for_continuous_monitoring_of_plant_health_and_growth/links/55edc0d708aef559dc42ce12.pdf,"M Kacira, PP Ling - Transactions of the ASAE, 2001 - elibrary.asabe.org","… POTENTIAL RESEARCH APPLICATIONS OF THE PLANT MONITORING SYSTEM To demonstrate
potential applications of the automated plant monitoring system, a brief illustration of its use for
plant–water stress detection of New Guinea Impatiens plants is provided below … 
"
93,Automated stress monitoring,[HTML][HTML] Behavioural and physiological responses of laying hens to automated monitoring equipment,https://www.sciencedirect.com/science/article/pii/S0168159117303143,"S Buijs, F Booth, G Richards, L McGaughey… - Applied animal …, 2018 - Elsevier","… Automated monitoring of behaviour can offer a wealth of information in circumstances where
observing … physiological response of 20 laying hens to backpacks containing monitoring devices
fastened … We hypothesised that backpacks would lead to a stress-induced decrease in … 
"
94,Automated stress monitoring,Automated real-time structure health monitoring via signature pattern recognition,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/2443/0000/Automated-real-time-structure-health-monitoring-via-signature-pattern-recognition/10.1117/12.208261.short,"FP Sun, ZA Chaudhry, CA Rogers… - … and Materials 1995 …, 1995 - spiedigitallibrary.org","… Page 4. structure for stress propagation. An assembled truss, due to its unique net configuration,
provides an ideal test bed for this approach. Figure 2 is a typical 3-bay aluminum Brussels space
truss employed forimplementing the proposed automated health monitoring system … 
"
95,Automated stress monitoring,Finding the adaptive sweet spot: Balancing compliance and achievement in automated stress reduction,http://www.artiekonrad.com/wp-content/uploads/2012/12/Konrad-DStress-CHI2015.pdf,"A Konrad, V Bellotti, N Crenshaw, S Tucker… - Proceedings of the 33rd …, 2015 - dl.acm.org","Page 1. Finding the Adaptive Sweet Spot: Balancing Compliance and Achievement in
Automated Stress Reduction … ABSTRACT Automated coaching systems offer a convenient,
cost- effective way to reduce stress, which can be a serious health issue … 
"
96,Automated stress monitoring,[HTML][HTML] Early detection of health and welfare compromises through automated detection of behavioural changes in pigs,https://www.sciencedirect.com/science/article/pii/S1090023316301538,"SG Matthews, AL Miller, J Clapp, T Plötz… - The Veterinary Journal, 2016 - Elsevier","… drinking, deviations in feeding behaviour, monitoring coughs and vocalisation, and monitoring
thermal comfort … with health and welfare challenges that may have potential for automated detection …
to outbreaks of tail biting (Statham et al., 2009), and after stress induction (Salak … 
"
97,Automated stress monitoring,Accuracy of automated auscultatory blood pressure measurement during supine exercise and treadmill stress electrocardiogram-testing,https://journals.lww.com/bpmonitoring/Fulltext/2004/10000/Working_Group_on_Blood_Pressure_Monitoring_of_the.7.aspx,"JD Cameron, I Stevenson, E Reed… - … pressure monitoring, 2004 - journals.lww.com","Objectives Monitoring of brachial blood pressure during exercise-electrocardiogram (ECG) testing is mandatory and changes in blood pressure (BP) can provide critical management evidence. Patient movement, mechanical vibration, artifactual sounds and observer …"
98,Automated stress monitoring,[PDF][PDF] Automated monitoring of behavioural-based animal welfare indicators,https://www.researchgate.net/profile/Jeffrey_Rushen/publication/235736968_Automated_monitoring_of_behavioural-based_animal_welfare_indicators/links/0fcfd512fe25aaad22000000.pdf,"J Rushen, N Chapinal… - Animal Welfare-The …, 2012 - researchgate.net","… by one automated system for recording feeding behaviour (the GrowSafe monitoring system)
and … observation: Chapinal et al (2007) reported that discrepancies between automated feeders
and … Nevertheless, despite these positive results it is important to stress that some … 
"
99,Automated stress monitoring,Reef-scale thermal stress monitoring of coral ecosystems: new 5-km global products from NOAA Coral Reef Watch,https://www.mdpi.com/2072-4292/6/11/11579/pdf,"G Liu, SF Heron, CM Eakin, FE Muller-Karger… - Remote Sensing, 2014 - mdpi.com","… Article. Reef-Scale Thermal Stress Monitoring of Coral Ecosystems: New 5-km Global Products
from NOAA Coral Reef Watch. by Gang Liu 1,2,3,* , Scott F. Heron 1,2,3,4 , C. Mark Eakin 1,3 ,
Frank E. Muller-Karger 5 , Maria Vega-Rodriguez 5 , Liane S. Guild 6 , Jacqueline L. De … 
"
100,Automated stress monitoring,Integrated microdevice for long-term automated perfusion culture without shear stress and real-time electrochemical monitoring of cells,https://pubs.acs.org/doi/abs/10.1021/ac202302t,"LM Li, W Wang, SH Zhang, SJ Chen, SS Guo… - Analytical …, 2011 - ACS Publications","Electrochemical techniques based on ultramicroelectrodes (UMEs) play a significant role in real-time monitoring of chemical messengers' release from single cells. Conversely, precise monitoring of cells in vitro strongly depends on the adequate construction of cellular …"
101,Automated stress monitoring,Automated stress monitoring and suitability assessment in candidate police horses,https://lirias.kuleuven.be/1717133?limo=0,"D Piette, V Exadaktylos… - Automated stress …, 2015 - lirias.kuleuven.be","The mounted police in Brussels, Belgium, are interested in finding an objective tool that can help them decide if a candidate horse is suitable for the mounted police. In the search for such a tool, 4 protocols were designed to evaluate the reaction of police horses to mounted …"
102,Automated stress monitoring,Automated monitoring of greenhouse crops,https://hal.archives-ouvertes.fr/hal-00886117/document,"D Ehret, A Lau, S Bittman, W Lin, T Shelford - Agronomie, 2001 - hal.archives-ouvertes.fr","… Abstract – Interest is increasing in the development of methods to automatically and continuously
detect crop stress, water use, growth and nutrition in greenhouse crops … However, integration
of automated crop monitoring with computer environmental control systems is not … 
"
103,Automated stress monitoring,"Advanced oxidation protein products (AOPP) for monitoring oxidative stress in critically ill patients: a simple, fast and inexpensive automated technique",https://www.degruyter.com/document/doi/10.1515/CCLM.2005.050/html,"L Selmeci, L Seres, M Antal, J Lukács… - Clinical Chemistry and …, 2005 - degruyter.com","Oxidative stress is known to be involved in many human pathological processes. Although there are numerous methods available for the assessment of oxidative stress, most of them are still not easily applicable in a routine clinical laboratory due to the complex methodology …"
104,Automated stress monitoring,Automated stress detection using keystroke and linguistic features: An exploratory study,https://www.sciencedirect.com/science/article/pii/S1071581909000937,"LM Vizer, L Zhou, A Sears - International Journal of Human-Computer …, 2009 - Elsevier","… Automated stress detection using keystroke and linguistic features: An exploratory study. Author
links open overlay panelLisa M.Vizer LinaZhou AndrewSears. Show more … Abstract. Monitoring
of cognitive and physical function is central to the care of people with or at risk for … 
"
105,Automated stress monitoring,Automated real-time stress monitoring of police horses using wearable technology,https://hau.repository.guildhe.ac.uk/17214/1/Tomas%20Norton%20automated%20real%20time%2017%20Sep%2017%20upload.pdf,"T Norton, D Piette, V Exadaktylos… - Applied Animal Behaviour …, 2018 - Elsevier","Mounted police horses and riders are repeatedly subjected to demanding and stressful situations. Intensive selection and training of police horses is required to ensure performance, safety and welfare of the horses and their riders. At the mounted police in …"
106,Automated anxiety monitoring,Non-intrusive physiological monitoring for automated stress detection in human-computer interaction,https://www.academia.edu/download/55834340/pub203.pdf,"A Barreto, J Zhai, M Adjouadi - International Workshop on Human …, 2007 - Springer",0
107,Automated anxiety monitoring,[HTML][HTML] Towards large scale automated cage monitoring–Diurnal rhythm and impact of interventions on in-cage activity of C57BL/6J mice recorded 24/7 with a non …,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0211063,"K Pernold, F Iannello, BE Low, M Rigamonti, G Rosati… - PLoS …, 2019 - journals.plos.org",1
108,Automated anxiety monitoring,[HTML][HTML] Postoperative Remote Automated Monitoring and Virtual Hospital-to-Home Care System Following Cardiac and Major Vascular Surgery: User Testing Study,https://www.jmir.org/2020/3/e15548/,"M McGillion, C Ouellette, A Good, M Bird… - Journal of medical …, 2020 - jmir.org",2
109,Automated anxiety monitoring,Chemotherapy-related neuropathic symptom management: a randomized trial of an automated symptom-monitoring system paired with nurse practitioner follow-up,https://link.springer.com/article/10.1007/s00520-017-3970-7,"NA Kolb, AG Smith, JR Singleton, SL Beck… - Supportive Care in …, 2018 - Springer",5
110,Automated anxiety monitoring,Remote monitoring of automated peritoneal dialysis improves personalization of dialytic prescription and patient's independence,https://www.karger.com/Article/Abstract/487703,"SM Manani, C Crepaldi, A Giuliani, GM Virzì… - Blood purification, 2018 - karger.com",6
111,Automated anxiety monitoring,"[HTML][HTML] Predicting the 9-year course of mood and anxiety disorders with automated machine learning: A comparison between auto-sklearn, naïve Bayes classifier …",https://www.sciencedirect.com/science/article/pii/S0165178121001207,"WA van Eeden, C Luo, AM van Hemert, IVE Carlier… - Psychiatry …, 2021 - Elsevier",7
112,Automated anxiety monitoring,Automated facial video-based recognition of depression and anxiety symptom severity: cross-corpus validation,https://link.springer.com/article/10.1007/s00138-020-01080-7,"A Pampouchidou, M Pediaditis, E Kazantzaki… - Machine Vision and …, 2020 - Springer",8
113,Automated anxiety monitoring,"[HTML][HTML] Impact of a mobile phone and web program on symptom and functional outcomes for people with mild-to-moderate depression, anxiety and stress: a …",https://bmcpsychiatry.biomedcentral.com/articles/10.1186/1471-244X-13-312,"J Proudfoot, J Clarke, MR Birch… - BMC …, 2013 - bmcpsychiatry.biomedcentral.com",11
114,Automated anxiety monitoring,Attended and unattended automated office blood pressure measurements have better agreement with ambulatory monitoring than conventional office readings,https://www.ahajournals.org/doi/full/10.1161/JAHA.118.008994,"EA Andreadis, CV Geladari… - Journal of the …, 2018 - Am Heart Assoc",12
115,Automated anxiety monitoring,[PDF][PDF] The promise of automated home-cage monitoring in improving translational utility of psychiatric research in rodents,https://www.frontiersin.org/articles/10.3389/fnins.2020.618593/pdf,"A Mingrone, A Kaffman, A Kaffman - Frontiers in Neuroscience, 2020 - frontiersin.org",15
116,Automated anxiety monitoring,Automated monitoring of symptoms during ambulatory chemotherapy and oncology providers' use of the information: a randomized controlled clinical trial,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc4290846/,"KH Mooney, SL Beck, RH Friedman, R Farzanfar… - Supportive care in …, 2014 - Springer",16
117,Automated anxiety monitoring,Identifying and monitoring cognitive deficits in clinical populations using Automated Neuropsychological Assessment Metrics (ANAM) tests,https://academic.oup.com/acn/article-pdf/22/Suppl_1/S115/10027/22-Suppl_1-S115.pdf,"RL Kane, T Roebuck-Spencer, P Short… - Archives of Clinical …, 2007 - academic.oup.com",17
118,Automated anxiety monitoring,"The patient health questionnaire somatic, anxiety, and depressive symptom scales: a systematic review",https://www.sciencedirect.com/science/article/pii/S0163834310000563,"K Kroenke, RL Spitzer, JBW Williams, B Löwe - General hospital psychiatry, 2010 - Elsevier",18
119,Automated anxiety monitoring,Manual and automated office measurements in relation to awake ambulatory blood pressure monitoring,https://academic.oup.com/fampra/article/28/1/110/498372,"M Godwin, R Birtwhistle, D Delva, M Lam… - Family …, 2011 - academic.oup.com",21
120,Automated anxiety monitoring,[HTML][HTML] Automated monitoring of early neurobehavioral changes in mice following traumatic brain injury,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4810988/,"W Qu, N Liu, XS Xie, R Li, X Xu - Neural regeneration research, 2016 - ncbi.nlm.nih.gov",22
121,Automated anxiety monitoring,The light spot test: Measuring anxiety in mice in an automated home-cage environment,https://www.sciencedirect.com/science/article/pii/S0166432815300371,"E Aarts, G Maroteaux, M Loos, B Koopmans… - Behavioural brain …, 2015 - Elsevier",23
122,Automated anxiety monitoring,Impact of state anxiety on the interaction between threat monitoring and cognition,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3230669/,"JM Choi, S Padmala, L Pessoa - Neuroimage, 2012 - Elsevier",24
123,Automated anxiety monitoring,Differential genetic regulation of motor activity and anxiety-related behaviors in mice using an automated home cage task.,https://www.researchgate.net/profile/Martien_Kas/publication/23196268_Differential_Genetic_Regulation_of_Motor_Activity_and_Anxiety-Related_Behaviors_in_Mice_Using_an_Automated_Home_Cage_Task/links/0c96051b5b0c8426dd000000.pdf,"MJH Kas, AJG de Mooij-van Malsen… - Behavioral …, 2008 - psycnet.apa.org",25
124,Automated anxiety monitoring,"[HTML][HTML] Community attitudes to the appropriation of mobile phones for monitoring and managing depression, anxiety, and stress",https://www.jmir.org/2010/5/e64/?utm_source=twitterfeed&utm_medium=twitter,"JG Proudfoot, GB Parker, DH Pavlovic… - Journal of medical …, 2010 - jmir.org",26
125,Automated anxiety monitoring,Effects of an automated telephone support system on caregiver burden and anxiety: findings from the REACH for TLC intervention study,https://academic.oup.com/gerontologist/article/43/4/556/592328,"DF Mahoney, BJ Tarlow, RN Jones - The Gerontologist, 2003 - academic.oup.com",27
126,Automated anxiety monitoring,[HTML][HTML] Anxiety online—a virtual clinic: preliminary outcomes following completion of five fully automated treatment programs for anxiety disorders and symptoms,https://www.jmir.org/2011/4/e89,"B Klein, D Meyer, DW Austin, M Kyrios - Journal of Medical Internet …, 2011 - jmir.org",28
127,Wearable for anxiety disorders,Design for mental health: How socio-technological processes mediate outcome measures in a field study of a wearable anxiety app,http://antle.iat.sfu.ca/wp-content/uploads/AntleMcLaren_TEI2019_DesignMentalHealth_Postprint.pdf,"AN Antle, ES McLaren, H Fiedler… - Proceedings of the …, 2019 - dl.acm.org",
128,Wearable for anxiety disorders,[HTML][HTML] Guidelines for wrist-worn consumer wearable assessment of heart rate in biobehavioral research,https://www.nature.com/articles/s41746-020-0297-4,"BW Nelson, CA Low, N Jacobson, P Areán… - NPJ Digital …, 2020 - nature.com",
129,Wearable for anxiety disorders,"More attention, less deficit: Wearable EEG-based serious game for focus improvement",http://www.segah.org/2017/docs/Papers/Special%20Track/O-ST-7-45.pdf,"AE Alchalcabi, AN Eddin… - 2017 IEEE 5th …, 2017 - ieeexplore.ieee.org",
130,Wearable for anxiety disorders,Towards a mobile and wearable system for predicting panic attacks,https://www.researchgate.net/profile/Hoda_Eldardiry2/publication/308056859_Towards_a_mobile_and_wearable_system_for_predicting_panic_attacks/links/5eb966dd4585152169c5eb6e/Towards-a-mobile-and-wearable-system-for-predicting-panic-attacks.pdf,"J Rubin, H Eldardiry, R Abreu, S Ahern, H Du… - Proceedings of the …, 2015 - dl.acm.org",
131,Wearable for anxiety disorders,iCalm: Wearable sensor and network architecture for wirelessly communicating and logging autonomic activity,https://dspace.mit.edu/bitstream/handle/1721.1/69032/Fletcher-2010-iCalm_%20wearable%20sens.pdf?sequence=1&isAllowed=y,"RR Fletcher, K Dobson, MS Goodwin… - IEEE transactions on …, 2010 - ieeexplore.ieee.org",
132,Wearable for anxiety disorders,"Promoting relaxation using virtual reality, olfactory interfaces and wearable EEG",https://www.judithamores.com/wp-content/uploads/2018/03/promoting-relaxation-virtual.pdf,"J Amores, R Richer, N Zhao, P Maes… - … on wearable and …, 2018 - ieeexplore.ieee.org",
133,Wearable for anxiety disorders,MoodWings: a wearable biofeedback device for real-time stress intervention,https://dl.acm.org/doi/abs/10.1145/2504335.2504406,"D MacLean, A Roseway, M Czerwinski - Proceedings of the 6th …, 2013 - dl.acm.org",
134,Wearable for anxiety disorders,i-rise: An iot-based semi-immersive affective monitoring framework for anxiety disorders,https://ieeexplore.ieee.org/abstract/document/9043156/,"P Sundaravadivel, V Goyal… - 2020 IEEE International …, 2020 - ieeexplore.ieee.org",
135,Wearable for anxiety disorders,Wearable sensor platform and mobile application for use in cognitive behavioral therapy for drug addiction and PTSD,https://ieeexplore.ieee.org/abstract/document/6090513/,"RR Fletcher, S Tam, O Omojola… - … Conference of the …, 2011 - ieeexplore.ieee.org",
136,Wearable for anxiety disorders,Stress detection using wearable physiological sensors,http://eprints.lincoln.ac.uk/17143/1/sandu2015iwinac.pdf,"V Sandulescu, S Andrews, D Ellis, N Bellotto… - … work-conference on the …, 2015 - Springer",
137,Wearable for anxiety disorders,[HTML][HTML] Rapid detection of internalizing diagnosis in young children enabled by wearable sensors and machine learning,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0210267,"RS McGinnis, EW McGinnis, J Hruschak… - PloS one, 2019 - journals.plos.org",
138,Wearable for anxiety disorders,A review of wearable solutions for physiological and emotional monitoring for use by people with autism spectrum disorder and their caregivers,https://www.mdpi.com/1424-8220/18/12/4271/pdf,"M Taj-Eldin, C Ryan, B O'Flynn, P Galvin - Sensors, 2018 - mdpi.com",
139,Wearable for anxiety disorders,[HTML][HTML] Predicting Symptoms of Depression and Anxiety Using Smartphone and Wearable Data,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7876288/,"I Moshe, Y Terhorst, KO Asare, LB Sander… - Frontiers in …, 2021 - ncbi.nlm.nih.gov",
